country,continent,year,lifeExp,pop,gdpPercap,gdp,score,status,pol_rights,civ_rights
Guinea,Africa,1957,34.558,2876726,576.2670245,1657762332.3217871,40,Partly Free,15,25
Guinea,Africa,1962,35.753,3140003,686.3736739,2155215395.1670218,40,Partly Free,15,25
Guinea,Africa,1967,37.197,3451418,708.7595409,2446225437.1339965,40,Partly Free,15,25
Guinea,Africa,1972,38.842,3811387,741.6662307,2826777030.028981,40,Partly Free,15,25
Guinea,Africa,1977,40.762,4227026,874.6858643,3697319890.228572,40,Partly Free,15,25
Guinea,Africa,1982,42.891,4710497,857.2503577,4038075238.194777,40,Partly Free,15,25
Guinea,Africa,1987,45.552,5650262,805.5724718,4551695525.657612,40,Partly Free,15,25
Guinea,Africa,1992,48.576,6990574,794.3484384,5552951540.4196415,40,Partly Free,15,25
Guinea,Africa,1997,51.455,8048834,869.4497668,6998056844.311912,40,Partly Free,15,25
Guinea,Africa,2002,53.676,8807818,945.5835837,8328528109.017366,40,Partly Free,15,25
Guinea,Africa,2007,56.007,9947814,942.6542111,9377348758.339535,40,Partly Free,15,25
Guinea-Bissau,Africa,1952,32.5,580653,299.850319,174108987.27830702,46,Partly Free,17,29
Guinea-Bissau,Africa,1957,33.489,601095,431.7904566,259547084.509977,46,Partly Free,17,29
Guinea-Bissau,Africa,1962,34.488,627820,522.0343725,327743619.74295,46,Partly Free,17,29
Guinea-Bissau,Africa,1967,35.492,601287,715.5806402,430269336.40393734,46,Partly Free,17,29
Guinea-Bissau,Africa,1972,36.486,625361,820.2245876,512936468.3261236,46,Partly Free,17,29
Guinea-Bissau,Africa,1977,37.465,745228,764.7259628,569895199.8055184,46,Partly Free,17,29
Guinea-Bissau,Africa,1982,39.327,825987,838.1239671,692279501.2130277,46,Partly Free,17,29
Guinea-Bissau,Africa,1987,41.245,927524,736.4153921,683042950.1421604,46,Partly Free,17,29
Guinea-Bissau,Africa,1992,43.266,1050938,745.5398706,783516180.5286227,46,Partly Free,17,29
Guinea-Bissau,Africa,1997,44.873,1193708,796.6644681,950984748.8867148,46,Partly Free,17,29
Guinea-Bissau,Africa,2002,45.504,1332459,575.7047176,767102932.3085784,46,Partly Free,17,29
Guinea-Bissau,Africa,2007,46.388,1472041,579.231743,852652874.197463,46,Partly Free,17,29
Haiti,Americas,1952,37.579,3201488,1840.366939,5891912670.805232,38,Partly Free,16,22
Haiti,Americas,1957,40.696,3507701,1726.887882,6057406350.579282,38,Partly Free,16,22
Haiti,Americas,1962,43.59,3880130,1796.589032,6970999000.73416,38,Partly Free,16,22
Haiti,Americas,1967,46.243,4318137,1452.057666,6270183933.688242,38,Partly Free,16,22
Haiti,Americas,1972,48.042,4698301,1654.456946,7773136723.848746,38,Partly Free,16,22
Haiti,Americas,1977,49.923,4908554,1874.298931,9200097514.955774,38,Partly Free,16,22
Haiti,Americas,1982,51.461,5198399,2011.159549,10454809788.362051,38,Partly Free,16,22
Haiti,Americas,1987,53.636,5756203,1823.015995,10493650139.466986,38,Partly Free,16,22
Haiti,Americas,1992,55.089,6326682,1456.309517,9213607207.632593,38,Partly Free,16,22
Haiti,Americas,1997,56.671,6913545,1341.726931,9276089515.180395,38,Partly Free,16,22
Haiti,Americas,2002,58.137,7607651,1270.364932,9664493045.294731,38,Partly Free,16,22
Haiti,Americas,2007,60.916,8502814,1201.637154,10217297215.951357,38,Partly Free,16,22
Honduras,Americas,1952,41.912,1517453,2194.926204,3330697353.0384116,45,Partly Free,19,26
Honduras,Americas,1957,44.665,1770390,2220.487682,3931129187.33598,45,Partly Free,19,26
Honduras,Americas,1962,48.041,2090162,2291.156835,4788888952.557269,45,Partly Free,19,26
Honduras,Americas,1967,50.924,2500689,2538.269358,6347422262.587662,45,Partly Free,19,26
Honduras,Americas,1972,53.884,2965146,2529.842345,7501351909.90737,45,Partly Free,19,26
Honduras,Americas,1977,57.402,3055235,3203.208066,9786553395.52551,45,Partly Free,19,26
Honduras,Americas,1982,60.909,3669448,3121.760794,11455138902.021711,45,Partly Free,19,26
Honduras,Americas,1987,64.492,4372203,3023.096699,13217592456.657898,45,Partly Free,19,26
Honduras,Americas,1992,66.399,5077347,3081.694603,15646832847.45824,45,Partly Free,19,26
Honduras,Americas,1997,67.659,5867957,3160.454906,18545413488.847042,45,Partly Free,19,26
Honduras,Americas,2002,68.565,6677328,3099.72866,20697904973.82048,45,Partly Free,19,26
Honduras,Americas,2007,70.198,7483763,3548.330846,26554867097.053497,45,Partly Free,19,26
"Hong Kong, China",Asia,1952,60.96,2125900,3054.421209,6493394048.2131,NA,NA,NA,NA
"Hong Kong, China",Asia,1957,64.75,2736300,3629.076457,9930241909.2891,NA,NA,NA,NA
"Hong Kong, China",Asia,1962,67.65,3305200,4692.648272,15510141068.6144,NA,NA,NA,NA
"Hong Kong, China",Asia,1967,70,3722800,6197.962814,23073775963.9592,NA,NA,NA,NA
"Hong Kong, China",Asia,1972,72,4115700,8315.928145,34225865466.3765,NA,NA,NA,NA
"Hong Kong, China",Asia,1977,73.6,4583700,11186.14125,51273915647.625,NA,NA,NA,NA
"Hong Kong, China",Asia,1982,75.45,5264500,14560.53051,76653912869.895,NA,NA,NA,NA
"Hong Kong, China",Asia,1987,76.2,5584510,20038.47269,111905051122.03189,NA,NA,NA,NA
"Hong Kong, China",Asia,1992,77.601,5829696,24757.60301,144329299236.98495,NA,NA,NA,NA
"Hong Kong, China",Asia,1997,80,6495918,28377.63219,184338771740.40042,NA,NA,NA,NA
"Hong Kong, China",Asia,2002,81.495,6762476,30209.01516,204287740003.13614,NA,NA,NA,NA
"Hong Kong, China",Asia,2007,82.208,6980412,39724.97867,277296717807.812,NA,NA,NA,NA
Hungary,Europe,1952,64.03,9504000,5263.673816,50025955947.26401,70,Partly Free,27,43
Hungary,Europe,1957,66.41,9839000,6040.180011,59429331128.229004,70,Partly Free,27,43
Hungary,Europe,1962,67.96,10063000,7550.359877,75979271442.25099,70,Partly Free,27,43
Hungary,Europe,1967,69.5,10223422,9326.64467,95350224305.46074,70,Partly Free,27,43
Hungary,Europe,1972,69.76,10394091,10168.65611,105693936955.046,70,Partly Free,27,43
Hungary,Europe,1977,69.95,10637171,11674.83737,124187241501.88026,70,Partly Free,27,43
Hungary,Europe,1982,69.39,10705535,12545.99066,134311542120.3031,70,Partly Free,27,43
Hungary,Europe,1987,69.58,10612740,12986.47998,137822135542.9452,70,Partly Free,27,43
Hungary,Europe,1992,69.17,10348684,10535.62855,109029890605.3282,70,Partly Free,27,43
Hungary,Europe,1997,71.04,10244684,11712.7768,119993697078.53119,70,Partly Free,27,43
Hungary,Europe,2002,72.59,10083313,14843.93556,149676048403.31027,70,Partly Free,27,43
Hungary,Europe,2007,73.338,9956108,18008.94444,179298995810.63953,70,Partly Free,27,43
Iceland,Europe,1952,72.49,147962,7267.688428,1075341715.183736,94,Free,37,57
Iceland,Europe,1957,73.47,165110,9244.001412,1526277073.13532,94,Free,37,57
Iceland,Europe,1962,73.68,182053,10350.15906,1884277507.35018,94,Free,37,57
Iceland,Europe,1967,73.73,198676,13319.89568,2646343594.11968,94,Free,37,57
Iceland,Europe,1972,74.46,209275,15798.06362,3306139764.0755,94,Free,37,57
Iceland,Europe,1977,76.11,221823,19654.96247,4359922739.98281,94,Free,37,57
Iceland,Europe,1982,76.99,233997,23269.6075,5445018346.1775,94,Free,37,57
Iceland,Europe,1987,77.23,244676,26923.20628,6587462419.76528,94,Free,37,57
Iceland,Europe,1992,78.77,259012,25144.39201,6512699263.29412,94,Free,37,57
Iceland,Europe,1997,78.95,271192,28061.09966,7609945738.9947195,94,Free,37,57
Iceland,Europe,2002,80.5,288030,31163.20196,8975937060.5388,94,Free,37,57
Iceland,Europe,2007,81.757,301931,36180.78919,10924101860.925892,94,Free,37,57
India,Asia,1952,37.373,372000000,546.5657493,203322458739.6,71,Free,34,37
India,Asia,1957,40.249,409000000,590.061996,241335356364,71,Free,34,37
India,Asia,1962,43.605,454000000,658.3471509,298889606508.6,71,Free,34,37
India,Asia,1967,47.193,506000000,700.7706107,354589929014.2,71,Free,34,37
India,Asia,1972,50.651,567000000,724.032527,410526442809,71,Free,34,37
India,Asia,1977,54.208,634000000,813.337323,515655862782,71,Free,34,37
India,Asia,1982,56.596,708000000,855.7235377,605852264691.6,71,Free,34,37
India,Asia,1987,58.553,788000000,976.5126756,769491988372.7999,71,Free,34,37
India,Asia,1992,60.223,872000000,1164.406809,1015362737448,71,Free,34,37
India,Asia,1997,61.765,959000000,1458.817442,1399005926878,71,Free,34,37
India,Asia,2002,62.879,1034172547,1746.769454,1806461015264.9792,71,Free,34,37
India,Asia,2007,64.698,1110396331,2452.210407,2722925438772.817,71,Free,34,37
Indonesia,Asia,1952,37.468,82052000,749.6816546,61512879123.2392,61,Partly Free,30,31
Indonesia,Asia,1957,39.918,90124000,858.9002707,77407527996.5668,61,Partly Free,30,31
Indonesia,Asia,1962,42.518,99028000,849.2897701,84103467353.4628,61,Partly Free,30,31
Indonesia,Asia,1967,45.964,109343000,762.4317721,83366577256.7303,61,Partly Free,30,31
Indonesia,Asia,1972,49.203,121282000,1111.107907,134757389176.774,61,Partly Free,30,31
Indonesia,Asia,1977,52.702,136725000,1382.702056,189049938606.6,61,Partly Free,30,31
Indonesia,Asia,1982,56.159,153343000,1516.872988,232601854598.884,61,Partly Free,30,31
Indonesia,Asia,1987,60.137,169276000,1748.356961,295954872930.236,61,Partly Free,30,31
Indonesia,Asia,1992,62.681,184816000,2383.140898,440442568204.768,61,Partly Free,30,31
Indonesia,Asia,1997,66.041,199278000,3119.335603,621614960294.634,61,Partly Free,30,31
Indonesia,Asia,2002,68.588,211060000,2873.91287,606568050342.2001,61,Partly Free,30,31
Indonesia,Asia,2007,70.65,223547000,3540.651564,791502035177.5079,61,Partly Free,30,31
Iran,Asia,1952,44.869,17272000,3035.326002,52426150706.544,17,Not Free,7,10
Iran,Asia,1957,47.181,19792000,3290.257643,65120779270.256,17,Not Free,7,10
Iran,Asia,1962,49.325,22874000,4187.329802,95780981890.948,17,Not Free,7,10
Iran,Asia,1967,52.469,26538000,5906.731805,156752848641.09,17,Not Free,7,10
Iran,Asia,1972,55.234,30614000,9613.818607,294317442834.698,17,Not Free,7,10
Iran,Asia,1977,57.702,35480679,11888.59508,421815425794.4593,17,Not Free,7,10
Iran,Asia,1982,59.62,43072751,7608.334602,327711901836.6301,17,Not Free,7,10
Iran,Asia,1987,63.04,51889696,6642.881371,344697094905.25323,17,Not Free,7,10
Iran,Asia,1992,65.742,60397973,7235.653188,437018785886.1879,17,Not Free,7,10
Iran,Asia,1997,68.042,63327987,8263.590301,523316539155.0541,17,Not Free,7,10
Iran,Asia,2002,69.451,66907826,9240.761975,618279294330.7163,17,Not Free,7,10
Iran,Asia,2007,70.964,69453570,11605.71449,806058303731.2294,17,Not Free,7,10
Iraq,Asia,1952,45.32,5441766,4129.766056,22473220511.4949,31,Not Free,17,14
Iraq,Asia,1957,48.437,6248643,6229.333562,38924881556.85636,31,Not Free,17,14
Iraq,Asia,1962,51.457,7240260,8341.737815,60396350632.4319,31,Not Free,17,14
Iraq,Asia,1967,54.459,8519282,8931.459811,76089624801.57571,31,Not Free,17,14
Iraq,Asia,1972,56.95,10061506,9576.037596,96349359728.37958,31,Not Free,17,14
Iraq,Asia,1977,60.413,11882916,14688.23507,174539063525.06412,31,Not Free,17,14
Iraq,Asia,1982,62.038,14173318,14517.90711,205766914164.49097,31,Not Free,17,14
Iraq,Asia,1987,65.044,16543189,11643.57268,192621823480.4765,31,Not Free,17,14
Iraq,Asia,1992,59.461,17861905,3745.640687,66904278115.328735,31,Not Free,17,14
Iraq,Asia,1997,58.811,20775703,3076.239795,63911044337.70088,31,Not Free,17,14
Iraq,Asia,2002,57.046,24001816,4390.717312,105385189030.63858,31,Not Free,17,14
Iraq,Asia,2007,59.545,27499638,4471.061906,122952583890.59003,31,Not Free,17,14
Ireland,Europe,1952,66.91,2952156,5210.280328,15381560331.987167,97,Free,39,58
Ireland,Europe,1957,68.9,2878220,5599.077872,16115377912.747839,97,Free,39,58
Ireland,Europe,1962,70.29,2830000,6631.597314,18767420398.62,97,Free,39,58
Ireland,Europe,1967,71.08,2900100,7655.568963,22201915549.5963,97,Free,39,58
Ireland,Europe,1972,71.28,3024400,9530.772896,28824869546.662403,97,Free,39,58
Ireland,Europe,1977,72.03,3271900,11150.98113,36484895159.247,97,Free,39,58
Ireland,Europe,1982,73.1,3480000,12618.32141,43911758506.8,97,Free,39,58
Ireland,Europe,1987,74.36,3539900,13872.86652,49108560194.147995,97,Free,39,58
Ireland,Europe,1992,75.467,3557761,17558.81555,62470069169.98355,97,Free,39,58
Ireland,Europe,1997,76.122,3667233,24521.94713,89927693739.3913,97,Free,39,58
Ireland,Europe,2002,77.783,3879155,34077.04939,132190156526.46545,97,Free,39,58
Ireland,Europe,2007,78.885,4109086,40675.99635,167141167137.8361,97,Free,39,58
Israel,Asia,1952,65.39,1620914,4086.522128,6623900928.584992,76,Free,33,43
Israel,Asia,1957,67.84,1944401,5385.278451,10471140805.402851,76,Free,33,43
Israel,Asia,1962,69.39,2310904,7105.630706,16420430421.018225,76,Free,33,43
Israel,Asia,1967,70.75,2693585,8393.741404,22609255939.69334,76,Free,33,43
Israel,Asia,1972,71.63,3095893,12786.93223,39586973982.33139,76,Free,33,43
Israel,Asia,1977,73.06,3495918,13306.61921,46518849615.38478,76,Free,33,43
Israel,Asia,1982,74.45,3858421,15367.0292,59292468172.8932,76,Free,33,43
Israel,Asia,1987,75.6,4203148,17122.47986,71968316978.59927,76,Free,33,43
Israel,Asia,1992,76.93,4936550,18051.52254,89112243594.837,76,Free,33,43
Israel,Asia,1997,78.269,5531387,20896.60924,115587232694.21588,76,Free,33,43
Israel,Asia,2002,79.696,6029529,21905.59514,132080421158.88907,76,Free,33,43
Israel,Asia,2007,80.745,6426679,25523.2771,164029908949.7509,76,Free,33,43
Italy,Europe,1952,65.94,47666000,4931.404155,235060310452.23,89,Free,36,53
Italy,Europe,1957,67.81,49182000,6248.656232,307321410802.224,89,Free,36,53
Italy,Europe,1962,69.24,50843200,8243.58234,419130105629.088,89,Free,36,53
Italy,Europe,1967,71.06,52667100,10022.40131,527850812033.90094,89,Free,36,53
Italy,Europe,1972,72.19,54365564,12269.27378,667025988920.1119,89,Free,36,53
Italy,Europe,1977,73.48,56059245,14255.98475,799179741816.5137,89,Free,36,53
Italy,Europe,1982,74.98,56535636,16537.4835,934957147512.0059,89,Free,36,53
Italy,Europe,1987,76.42,56729703,19207.23482,1089620726789.8585,89,Free,36,53
Italy,Europe,1992,77.44,56840847,22013.64486,1251274219399.5964,89,Free,36,53
Italy,Europe,1997,78.82,57479469,24675.02446,1418307303522.8118,89,Free,36,53
Italy,Europe,2002,80.24,57926999,27968.09817,1620107994725.492,89,Free,36,53
Italy,Europe,2007,80.546,58147733,28569.7197,1661264433000.4402,89,Free,36,53
Jamaica,Americas,1952,58.53,1426095,2898.530881,4133580396.739695,78,Free,34,44
Jamaica,Americas,1957,62.61,1535090,4756.525781,7301695161.155291,78,Free,34,44
Jamaica,Americas,1962,65.61,1665128,5246.107524,8735440529.223072,78,Free,34,44
Jamaica,Americas,1967,67.51,1861096,6124.703451,11398661093.842297,78,Free,34,44
Jamaica,Americas,1972,69,1997616,7433.889293,14850056193.925488,78,Free,34,44
Jamaica,Americas,1977,70.11,2156814,6650.195573,14343234914.584421,78,Free,34,44
Jamaica,Americas,1982,71.21,2298309,6068.05135,13946257030.167149,78,Free,34,44
Jamaica,Americas,1987,71.77,2326606,6351.237495,14776827263.291971,78,Free,34,44
Jamaica,Americas,1992,71.766,2378618,7404.923685,17613484765.76733,78,Free,34,44
Jamaica,Americas,1997,72.262,2531311,7121.924704,18027806344.406944,78,Free,34,44
Jamaica,Americas,2002,72.047,2664659,6994.774861,18638689786.3374,78,Free,34,44
Jamaica,Americas,2007,72.567,2780132,7320.880262,20353013484.554585,78,Free,34,44
Japan,Asia,1952,63.03,86459025,3216.956347,278134909229.18164,96,Free,40,56
Japan,Asia,1957,65.5,91563009,4317.694365,395341088001.7443,96,Free,40,56
Japan,Asia,1962,68.73,95831757,6576.649461,630251873020.733,96,Free,40,56
Japan,Asia,1967,71.43,100825279,9847.788607,992906033833.7964,96,Free,40,56
Japan,Asia,1972,73.42,107188273,14778.78636,1584112586964.3562,96,Free,40,56
Japan,Asia,1977,75.38,113872473,16610.37701,1891464707591.0457,96,Free,40,56
Japan,Asia,1982,77.11,118454974,19384.10571,2296143737891.302,96,Free,40,56
Japan,Asia,1987,78.67,122091325,22375.94189,2731908393473.104,96,Free,40,56
Japan,Asia,1992,79.36,124329269,26824.89511,3335119600027.9746,96,Free,40,56
Japan,Asia,1997,80.69,125956499,28816.58499,3629636158476.35,96,Free,40,56
Japan,Asia,2002,82,127065841,28604.5919,3634666526235.2876,96,Free,40,56
Japan,Asia,2007,82.603,127467972,31656.06806,4035134797102.1743,96,Free,40,56
Jordan,Asia,1952,43.158,607914,1546.907807,940386912.5845981,37,Partly Free,12,25
Jordan,Asia,1957,45.669,746559,1886.080591,1408070439.936369,37,Partly Free,12,25
Jordan,Asia,1962,48.126,933559,2348.009158,2192005081.533322,37,Partly Free,12,25
Jordan,Asia,1967,51.629,1255058,2741.796252,3441113320.442616,37,Partly Free,12,25
Jordan,Asia,1972,56.528,1613551,2110.856309,3405974308.2432585,37,Partly Free,12,25
Jordan,Asia,1977,61.134,1937652,2852.351568,5526864720.438336,37,Partly Free,12,25
Jordan,Asia,1982,63.739,2347031,4161.415959,9766972259.667728,37,Partly Free,12,25
Jordan,Asia,1987,65.869,2820042,4448.679912,12545464196.396303,37,Partly Free,12,25
Jordan,Asia,1992,68.015,3867409,3431.593647,13271376154.750624,37,Partly Free,12,25
Jordan,Asia,1997,69.772,4526235,3645.379572,16499844607.071419,37,Partly Free,12,25
Jordan,Asia,2002,71.263,5307470,3844.917194,20406782659.63918,37,Partly Free,12,25
Jordan,Asia,2007,72.535,6053193,4519.461171,27357170724.069004,37,Partly Free,12,25
Kenya,Africa,1952,42.27,6464046,853.540919,5517327763.298274,48,Partly Free,19,29
Kenya,Africa,1957,44.686,7454779,944.4383152,7040578918.948341,48,Partly Free,19,29
Kenya,Africa,1962,47.949,8678557,896.9663732,7784373796.899472,48,Partly Free,19,29
Kenya,Africa,1967,50.654,10191512,1056.736457,10769742282.352983,48,Partly Free,19,29
Kenya,Africa,1972,53.559,12044785,1222.359968,14723063007.16688,48,Partly Free,19,29
Kenya,Africa,1977,56.155,14500404,1267.613204,18380903573.734417,48,Partly Free,19,29
Kenya,Africa,1982,58.766,17661452,1348.225791,23811625092.908535,48,Partly Free,19,29
Kenya,Africa,1987,59.339,21198082,1361.936856,28870449152.310192,48,Partly Free,19,29
Kenya,Africa,1992,59.285,25020539,1341.921721,33575604755.22762,48,Partly Free,19,29
Kenya,Africa,1997,54.407,28263827,1360.485021,38452513269.63537,48,Partly Free,19,29
Kenya,Africa,2002,50.992,31386842,1287.514732,40411021465.956345,48,Partly Free,19,29
Kenya,Africa,2007,54.11,35610177,1463.249282,52106565927.142914,48,Partly Free,19,29
"Korea, Dem. Rep.",Asia,1952,50.056,8865488,1088.277758,9648113404.215904,NA,NA,NA,NA
"Korea, Dem. Rep.",Asia,1957,54.081,9411381,1571.134655,14786546840.508556,NA,NA,NA,NA
"Korea, Dem. Rep.",Asia,1962,56.656,10917494,1621.693598,17704830126.003414,NA,NA,NA,NA
"Korea, Dem. Rep.",Asia,1967,59.942,12617009,2143.540609,27045071155.618484,NA,NA,NA,NA
"Korea, Dem. Rep.",Asia,1972,63.983,14781241,3701.621503,54714559526.62522,NA,NA,NA,NA
"Korea, Dem. Rep.",Asia,1977,67.159,16325320,4106.301249,67036681906.324684,NA,NA,NA,NA
"Korea, Dem. Rep.",Asia,1982,69.1,17647518,4106.525293,72469979025.67278,NA,NA,NA,NA
"Korea, Dem. Rep.",Asia,1987,70.647,19067554,4106.492315,78300763966.84752,NA,NA,NA,NA
"Korea, Dem. Rep.",Asia,1992,69.978,20711375,3726.063507,77171898567.29211,NA,NA,NA,NA
"Korea, Dem. Rep.",Asia,1997,67.727,21585105,1690.756814,36495163359.65547,NA,NA,NA,NA
"Korea, Dem. Rep.",Asia,2002,66.662,22215365,1646.758151,36583333391.19012,NA,NA,NA,NA
"Korea, Dem. Rep.",Asia,2007,67.297,23301725,1593.06548,37121173721.953,NA,NA,NA,NA
"Korea, Rep.",Asia,1952,47.453,20947571,1030.592226,21588403826.183044,NA,NA,NA,NA
"Korea, Rep.",Asia,1957,52.681,22611552,1487.593537,33636798616.73942,NA,NA,NA,NA
"Korea, Rep.",Asia,1962,55.292,26420307,1536.344387,40590690362.266815,NA,NA,NA,NA
"Korea, Rep.",Asia,1967,57.716,30131000,2029.228142,61142673146.602,NA,NA,NA,NA
"Korea, Rep.",Asia,1972,62.612,33505000,3030.87665,101549522158.25,NA,NA,NA,NA
"Korea, Rep.",Asia,1977,64.766,36436000,4657.22102,169690505084.72,NA,NA,NA,NA
"Korea, Rep.",Asia,1982,67.123,39326000,5622.942464,221127835339.26398,NA,NA,NA,NA
"Korea, Rep.",Asia,1987,69.81,41622000,8533.088805,355164222241.70996,NA,NA,NA,NA
"Korea, Rep.",Asia,1992,72.244,43805450,12104.27872,530233376255.024,NA,NA,NA,NA
"Korea, Rep.",Asia,1997,74.647,46173816,15993.52796,738482217215.8954,NA,NA,NA,NA
"Korea, Rep.",Asia,2002,77.045,47969150,19233.98818,922638064104.647,NA,NA,NA,NA
"Korea, Rep.",Asia,2007,78.623,49044790,23348.13973,1145104609948.5066,NA,NA,NA,NA
Kuwait,Asia,1952,55.565,160000,108382.3529,17341176464,36,Partly Free,13,23
Kuwait,Asia,1957,58.033,212846,113523.1329,24162944745.2334,36,Partly Free,13,23
Kuwait,Asia,1962,60.47,358266,95458.11176,34199395867.80816,36,Partly Free,13,23
Kuwait,Asia,1967,64.624,575003,80894.88326,46514800559.14978,36,Partly Free,13,23
Kuwait,Asia,1972,67.712,841934,109347.867,92063687054.778,36,Partly Free,13,23
Kuwait,Asia,1977,69.343,1140357,59265.47714,67583801714.93898,36,Partly Free,13,23
Kuwait,Asia,1982,71.309,1497494,31354.03573,46952480381.46062,36,Partly Free,13,23
Kuwait,Asia,1987,74.174,1891487,28118.42998,53185644767.58026,36,Partly Free,13,23
Kuwait,Asia,1992,75.19,1418095,34932.91959,49538198605.98105,36,Partly Free,13,23
Kuwait,Asia,1997,76.156,1765345,40300.619960000004,71144497943.28621,36,Partly Free,13,23
Kuwait,Asia,2002,76.904,2111561,35110.10566,74137129817.53526,36,Partly Free,13,23
Kuwait,Asia,2007,77.588,2505559,47306.98978,118530454006.18703,36,Partly Free,13,23
Lebanon,Asia,1952,55.928,1439529,4834.804067,6959840663.764443,44,Partly Free,14,30
Lebanon,Asia,1957,59.489,1647412,6089.786934,10032388072.514807,44,Partly Free,14,30
Lebanon,Asia,1962,62.094,1886848,5714.560611,10782507259.744127,44,Partly Free,14,30
Lebanon,Asia,1967,63.87,2186894,6006.983042,13136635172.651548,44,Partly Free,14,30
Lebanon,Asia,1972,65.421,2680018,7486.384341,20063644788.798138,44,Partly Free,14,30
Lebanon,Asia,1977,66.099,3115787,8659.696836,26981770825.54993,44,Partly Free,14,30
Lebanon,Asia,1982,66.983,3086876,7640.519521,23585336336.906395,44,Partly Free,14,30
Lebanon,Asia,1987,67.926,3089353,5377.091329,16611733228.520136,44,Partly Free,14,30
Lebanon,Asia,1992,69.292,3219994,6890.806854,22188356725.038876,44,Partly Free,14,30
Lebanon,Asia,1997,70.265,3430388,8754.96385,30032922931.4738,44,Partly Free,14,30
Lebanon,Asia,2002,71.028,3677780,9313.93883,34254617950.197395,44,Partly Free,14,30
Lebanon,Asia,2007,71.993,3921278,10461.05868,41020719258.59304,44,Partly Free,14,30
Lesotho,Africa,1952,42.138,748747,298.8462121,223760204.7712387,63,Partly Free,27,36
Lesotho,Africa,1957,45.047,813338,335.9971151,273279221.6012038,63,Partly Free,27,36
Lesotho,Africa,1962,47.747,893143,411.8006266,367796847.0434038,63,Partly Free,27,36
Lesotho,Africa,1967,48.492,996380,498.6390265,496833953.22407,63,Partly Free,27,36
Lesotho,Africa,1972,49.767,1116779,496.5815922,554571893.9555237,63,Partly Free,27,36
Lesotho,Africa,1977,52.208,1251524,745.3695408,932847869.1801791,63,Partly Free,27,36
Lesotho,Africa,1982,55.078,1411807,797.2631074,1125581635.8690717,63,Partly Free,27,36
Lesotho,Africa,1987,57.18,1599200,773.9932141,1237769947.9887202,63,Partly Free,27,36
Lesotho,Africa,1992,59.685,1803195,977.4862725,1762598359.1406376,63,Partly Free,27,36
Lesotho,Africa,1997,55.558,1982823,1186.147994,2351921523.907062,63,Partly Free,27,36
Lesotho,Africa,2002,44.593,2046772,1275.184575,2610012082.9419,63,Partly Free,27,36
Lesotho,Africa,2007,42.592,2012649,1569.331442,3158513357.4098577,63,Partly Free,27,36
Liberia,Africa,1952,38.48,863308,575.5729961,496896772.11709875,60,Partly Free,27,33
Liberia,Africa,1957,39.486,975950,620.9699901,606035661.8380951,60,Partly Free,27,33
Liberia,Africa,1962,40.502,1112796,634.1951625,705729840.04935,60,Partly Free,27,33
Liberia,Africa,1967,41.536,1279406,713.6036483,912988789.2569098,60,Partly Free,27,33
Liberia,Africa,1972,42.614,1482628,803.0054535,1190558369.5117981,60,Partly Free,27,33
Liberia,Africa,1977,43.764,1703617,640.3224383,1090864191.3693311,60,Partly Free,27,33
Liberia,Africa,1982,44.852,1956875,572.1995694,1119723032.3696249,60,Partly Free,27,33
Liberia,Africa,1987,46.027,2269414,506.1138573,1148581873.3506222,60,Partly Free,27,33
Liberia,Africa,1992,40.802,1912974,636.6229191,1217843092.0424035,60,Partly Free,27,33
Liberia,Africa,1997,42.221,2200725,609.17395079999994,1340624342.8743298,60,Partly Free,27,33
Liberia,Africa,2002,43.753,2814651,531.4823679,1495937378.2921028,60,Partly Free,27,33
Liberia,Africa,2007,45.678,3193942,414.5073415,1323912407.325193,60,Partly Free,27,33
Libya,Africa,1952,42.723,1019729,2387.54806,2434651995.6757402,9,Not Free,1,8
Libya,Africa,1957,45.289,1201578,3448.284395,4143382666.77531,9,Not Free,1,8
Libya,Africa,1962,47.808,1441863,6757.030816,9742712723.450209,9,Not Free,1,8
Libya,Africa,1967,50.227,1759224,18772.75169,33025475319.088562,9,Not Free,1,8
Libya,Africa,1972,52.773,2183877,21011.49721,45886525492.48317,9,Not Free,1,8
Libya,Africa,1977,57.442,2721783,21951.21176,59746434997.768074,9,Not Free,1,8
Libya,Africa,1982,62.155,3344074,17364.27538,58067421827.098114,9,Not Free,1,8
Libya,Africa,1987,66.234,3799845,11770.5898,44726416798.581,9,Not Free,1,8
Libya,Africa,1992,68.755,4364501,9640.138501,42074394127.753,9,Not Free,1,8
Libya,Africa,1997,71.555,4759670,9467.446056,45061918969.36153,9,Not Free,1,8
Libya,Africa,2002,72.737,5368585,9534.677467,51187726429.174194,9,Not Free,1,8
Libya,Africa,2007,73.952,6036914,12057.49928,72790086208.42192,9,Not Free,1,8
Madagascar,Africa,1952,36.681,4762912,1443.011715,6872937813.51408,61,Partly Free,26,35
Madagascar,Africa,1957,38.865,5181679,1589.20275,8234738516.41725,61,Partly Free,26,35
Madagascar,Africa,1962,40.848,5703324,1643.38711,9372769145.75364,61,Partly Free,26,35
Madagascar,Africa,1967,42.881,6334556,1634.047282,10350964014.476791,61,Partly Free,26,35
Madagascar,Africa,1972,44.851,7082430,1748.562982,12384074920.60626,61,Partly Free,26,35
Madagascar,Africa,1977,46.881,8007166,1544.228586,12364894630.047276,61,Partly Free,26,35
